;match_id;team_id;date_id;result;min;pts;fgm;fga;fgp;tpm;tpa;tpp;ftm;fta;ftp;oreb;dreb;reb;ast;tov;stl;blk;pf
1175;01062023IND;IND;78;W;48;108;38;84;45.2;7;25;28.0;25;28;89.3;4;37;41;22;14;11;6;22
1176;01062023MIL;CHA;78;W;48;138;53;102;52.0;20;48;41.7;12;19;63.2;13;36;49;32;5;11;3;17
1177;01062023NOP;BKN;78;W;48;108;37;85;43.5;15;33;45.5;19;20;95.0;10;33;43;26;13;8;12;23
1178;01062023IND;POR;78;L;48;99;38;94;40.4;9;33;27.3;14;17;82.4;12;40;52;30;18;5;1;19
1179;01062023PHX;MIA;78;W;48;104;33;78;42.3;12;38;31.6;26;31;83.9;5;32;37;19;13;10;3;14
1180;01072023DAL;DAL;79;W;48;127;42;74;56.8;13;29;44.8;30;38;78.9;5;34;39;23;17;5;7;24
1181;01072023SAS;BOS;79;W;48;121;47;95;49.5;15;34;44.1;12;18;66.7;8;35;43;30;14;6;10;15
1182;01072023CHI;UTA;79;L;48;118;46;93;49.5;12;41;29.3;14;18;77.8;7;32;39;36;10;6;2;24
1183;01072023DAL;NOP;79;L;48;117;45;94;47.9;5;29;17.2;22;35;62.9;15;29;44;26;13;14;4;25
1184;01072023SAC;SAC;79;L;48;134;45;86;52.3;14;32;43.8;30;37;81.1;13;21;34;25;14;5;4;26
1185;01072023GSW;GSW;79;L;48;101;33;88;37.5;18;58;31.0;17;21;81.0;11;38;49;26;16;7;1;17
1186;01072023SAS;SAS;79;L;48;116;49;100;49.0;7;25;28.0;11;14;78.6;12;39;51;25;13;6;3;20
1187;01072023SAC;LAL;79;W;48;136;50;82;61.0;9;21;42.9;27;33;81.8;10;28;38;26;17;4;3;25
1188;01072023CHI;CHI;79;W;48;126;44;83;53.0;13;28;46.4;25;32;78.1;7;37;44;22;10;4;4;22
1189;01072023GSW;ORL;79;W;48;115;44;87;50.6;13;32;40.6;14;24;58.3;7;37;44;26;11;12;2;14
1190;01082023PHX;PHX;80;L;48;98;37;84;44.0;14;26;53.8;10;11;90.9;6;30;36;22;16;7;2;14
1191;01082023PHX;CLE;80;W;48;112;45;78;57.7;11;29;37.9;11;17;64.7;3;36;39;29;14;8;5;12
1192;01082023LAC;LAC;80;L;48;108;37;95;38.9;10;30;33.3;24;31;77.4;21;38;59;25;11;6;5;19
1193;01082023DET;PHI;80;W;48;123;46;94;48.9;11;37;29.7;20;23;87.0;14;30;44;24;14;12;5;17
1194;01082023MEM;UTA;80;L;48;118;45;88;51.1;10;32;31.3;18;22;81.8;8;38;46;29;21;7;9;18
1195;01082023TOR;POR;80;L;48;105;34;76;44.7;9;30;30.0;28;37;75.7;10;32;42;19;24;5;4;24
1196;01082023TOR;TOR;80;W;48;117;40;91;44.0;12;31;38.7;25;29;86.2;13;28;41;26;10;12;8;28
1197;01082023MIA;BKN;80;W;48;102;39;76;51.3;12;33;36.4;12;15;80.0;6;34;40;22;19;8;8;21
1198;01082023MIA;MIA;80;L;48;101;38;92;41.3;13;35;37.1;12;17;70.6;16;25;41;22;12;8;4;17
1199;01082023IND;IND;80;W;48;116;38;87;43.7;13;38;34.2;27;33;81.8;8;33;41;27;16;14;7;22
1200;01082023HOU;HOU;80;L;48;96;38;89;42.7;11;36;30.6;9;15;60.0;12;29;41;26;20;8;7;19
1201;01082023DET;DET;80;L;48;111;44;87;50.6;8;23;34.8;15;18;83.3;10;33;43;25;23;9;2;20
1202;01082023HOU;MIN;80;W;48;104;38;80;47.5;10;28;35.7;18;22;81.8;9;35;44;23;19;8;4;18
1203;01082023LAC;ATL;80;W;48;112;44;89;49.4;8;26;30.8;16;20;80.0;7;36;43;22;9;7;9;18
1204;01082023OKC;OKC;80;W;48;120;46;95;48.4;12;28;42.9;16;20;80.0;12;35;47;27;8;5;8;26
1205;01082023OKC;DAL;80;L;48;109;31;73;42.5;14;39;35.9;33;42;78.6;8;32;40;21;13;3;1;19
1206;01082023MEM;MEM;80;W;48;123;46;102;45.1;15;38;39.5;16;22;72.7;13;26;39;28;10;16;7;19
1207;01082023IND;CHA;80;L;48;111;38;88;43.2;11;33;33.3;24;27;88.9;13;36;49;25;18;8;4;26
1208;01092023DEN;DEN;81;W;48;122;46;99;46.5;15;42;35.7;15;17;88.2;14;41;55;29;17;7;11;19
1209;01092023DEN;LAL;81;L;48;109;41;93;44.1;8;28;28.6;19;25;76.0;11;33;44;20;14;12;2;14
1210;01092023MEM;MEM;81;W;48;121;45;91;49.5;11;26;42.3;20;35;57.1;11;39;50;26;14;9;7;15
1211;01092023WAS;NOP;81;W;48;132;49;93;52.7;10;26;38.5;24;31;77.4;12;32;44;24;10;9;5;21
1212;01092023BOS;CHI;81;L;48;99;39;86;45.3;12;35;34.3;9;14;64.3;6;36;42;19;8;6;1;18
1213;01092023NYK;MIL;81;W;48;111;39;89;43.8;19;49;38.8;14;18;77.8;12;36;48;27;14;3;5;17
1214;01092023WAS;WAS;81;L;48;112;42;82;51.2;14;34;41.2;14;18;77.8;7;30;37;26;20;5;1;25
1215;01092023NYK;NYK;81;L;48;107;38;100;38.0;11;41;26.8;20;22;90.9;18;30;48;16;7;8;1;14
1216;01092023BOS;BOS;81;W;48;107;38;87;43.7;11;41;26.8;20;21;95.2;9;41;50;25;9;2;7;12
1217;01092023SAC;SAC;81;W;48;136;52;97;53.6;23;46;50.0;9;12;75.0;11;37;48;39;11;4;1;16
1218;01092023SAC;ORL;81;L;48;111;41;90;45.6;14;44;31.8;15;20;75.0;9;32;41;24;13;7;7;18
1219;01092023MEM;SAS;81;L;48;113;44;97;45.4;11;32;34.4;14;16;87.5;12;30;42;28;14;8;1;24
1220;01102023LAC;LAC;82;W;48;113;39;86;45.3;12;31;38.7;23;30;76.7;12;34;46;20;10;7;4;23
1221;01102023GSW;GSW;82;L;48;113;37;96;38.5;18;48;37.5;21;27;77.8;16;29;45;24;17;13;2;26
1222;01102023POR;ORL;82;W;48;109;40;78;51.3;9;24;37.5;20;25;80.0;6;29;35;19;16;10;2;20
1223;01102023GSW;PHX;82;W;48;125;41;90;45.6;14;31;45.2;29;31;93.5;19;38;57;26;22;5;7;22
1224;01102023PHI;DET;82;L;48;116;36;89;40.4;14;39;35.9;30;36;83.3;3;23;26;23;11;9;5;22
1225;01102023LAC;DAL;82;L;48;101;30;69;43.5;12;38;31.6;29;36;80.6;3;29;32;15;12;5;6;17
1226;01102023TOR;CHA;82;L;48;120;47;86;54.7;15;35;42.9;11;15;73.3;6;28;34;33;10;6;4;19
1227;01102023UTA;UTA;82;W;48;116;38;87;43.7;10;36;27.8;30;37;81.1;15;39;54;21;16;3;3;17
1228;01102023TOR;TOR;82;W;48;132;45;91;49.5;20;44;45.5;22;27;81.5;18;31;49;32;11;4;4;17
1229;01102023PHI;PHI;82;W;48;147;54;89;60.7;11;31;35.5;28;30;93.3;10;45;55;36;19;7;8;29
1230;01102023POR;POR;82;L;48;106;42;87;48.3;6;35;17.1;16;19;84.2;13;30;43;22;17;10;7;22
1231;01102023MIA;MIA;82;W;48;112;31;79;39.2;10;33;30.3;40;40;100.0;13;28;41;18;20;10;4;19
1232;01102023MIA;OKC;82;L;48;111;44;91;48.4;9;35;25.7;14;21;66.7;14;30;44;27;19;8;3;27
1233;01102023UTA;CLE;82;L;48;114;42;90;46.7;10;37;27.0;20;24;83.3;7;30;37;18;5;7;7;25
1234;01112023BOS;NOP;83;L;48;114;45;87;51.7;11;30;36.7;13;17;76.5;4;29;33;22;9;5;4;17
1235;01112023NYK;NYK;83;W;48;119;38;84;45.2;15;42;35.7;28;33;84.8;12;38;50;21;15;9;4;16
1236;01112023DET;MIN;83;L;48;118;43;88;48.9;16;33;48.5;16;21;76.2;13;23;36;22;19;7;2;22
1237;01112023MEM;SAS;83;L;48;129;50;107;46.7;11;34;32.4;18;23;78.3;17;31;48;33;12;7;11;18
1238;01112023NYK;IND;83;L;48;113;43;90;47.8;12;39;30.8;15;21;71.4;8;33;41;27;13;8;5;25
1239;01112023ATL;ATL;83;L;48;105;39;87;44.8;11;30;36.7;16;18;88.9;6;35;41;25;11;5;3;12
1240;01112023BOS;BOS;83;W;48;125;44;91;48.4;15;44;34.1;22;25;88.0;11;39;50;24;9;7;5;16
1241;01112023WAS;CHI;83;L;48;97;41;88;46.6;9;29;31.0;6;9;66.7;8;31;39;16;12;7;6;19
1242;01112023MEM;MEM;83;W;48;135;52;101;51.5;14;22;63.6;17;25;68.0;17;40;57;19;14;6;8;17
1243;01112023DEN;PHX;83;L;48;97;39;90;43.3;9;32;28.1;10;14;71.4;15;29;44;28;20;4;2;17
1244;01112023SAC;SAC;83;W;48;135;45;94;47.9;19;48;39.6;26;31;83.9;9;36;45;28;9;4;4;19
1245;01112023DET;DET;83;W;48;135;48;80;60.0;17;32;53.1;22;28;78.6;7;31;38;30;17;10;7;20
1246;01112023WAS;WAS;83;W;48;100;38;82;46.3;7;23;30.4;17;21;81.0;12;40;52;21;18;5;3;18
1247;01112023DEN;DEN;83;W;48;126;48;85;56.5;15;34;44.1;15;21;71.4;7;31;38;30;11;9;4;20
1248;01112023ATL;MIL;83;W;48;114;45;98;45.9;18;48;37.5;6;11;54.5;14;43;57;28;11;6;4;15
1249;01112023SAC;HOU;83;L;48;115;44;96;45.8;16;41;39.0;11;17;64.7;8;40;48;30;14;7;3;23
1250;01122023POR;CLE;84;W;48;119;44;89;49.4;7;22;31.8;24;31;77.4;12;32;44;28;11;6;1;19
1251;01122023PHI;PHI;84;L;48;114;39;88;44.3;11;36;30.6;25;27;92.6;9;30;39;30;17;4;3;29
1252;01122023TOR;TOR;84;W;48;124;43;83;51.8;10;28;35.7;28;36;77.8;8;24;32;30;9;15;4;23
1253;01122023BKN;BOS;84;W;48;109;41;86;47.7;12;36;33.3;15;17;88.2;12;36;48;23;14;4;6;15
1254;01122023MIA;MIL;84;L;48;102;35;87;40.2;22;57;38.6;10;15;66.7;8;31;39;20;11;10;2;12
1255;01122023LAL;LAL;84;L;58;115;44;112;39.3;10;41;24.4;17;27;63.0;14;42;56;24;10;7;4;18
1256;01122023BKN;BKN;84;L;48;98;38;84;45.2;13;34;38.2;9;11;81.8;4;27;31;26;12;8;9;19
1257;01122023MIA;MIA;84;W;48;108;42;95;44.2;9;34;26.5;15;16;93.8;18;43;61;22;13;8;1;8
1258;01122023POR;POR;84;L;48;113;40;78;51.3;11;33;33.3;22;29;75.9;5;31;36;17;17;6;4;27
1259;01122023LAL;DAL;84;W;58;119;48;96;50.0;14;42;33.3;9;17;52.9;3;51;54;25;19;4;9;26
1260;01122023PHI;OKC;84;W;48;133;44;86;51.2;14;33;42.4;31;33;93.9;5;34;39;28;11;7;6;22
1261;01122023TOR;CHA;84;L;48;114;41;77;53.2;13;33;39.4;19;27;70.4;9;33;42;27;22;6;5;30
1262;01132023SAS;GSW;85;W;48;144;55;101;54.5;18;48;37.5;16;20;80.0;12;43;55;33;13;9;6;26
1263;01132023IND;ATL;85;W;48;113;41;94;43.6;16;33;48.5;15;21;71.4;14;36;50;26;14;6;9;22
1264;01132023DET;DET;85;L;48;110;43;90;47.8;7;30;23.3;17;24;70.8;7;35;42;20;13;7;3;23
1265;01132023SAC;SAC;85;W;48;139;47;86;54.7;20;40;50.0;25;29;86.2;14;32;46;34;14;10;8;19
1266;01132023DET;NOP;85;W;48;116;42;86;48.8;11;31;35.5;21;30;70.0;8;40;48;29;17;7;3;21
1267;01132023MIN;MIN;85;W;48;121;47;90;52.2;10;28;35.7;17;20;85.0;4;33;37;24;15;13;3;22
1268;01132023CHI;CHI;85;L;48;110;38;85;44.7;12;38;31.6;22;24;91.7;10;32;42;30;16;7;5;17
1269;01132023WAS;WAS;85;L;48;108;36;93;38.7;13;42;31.0;23;26;88.5;12;38;50;18;8;3;4;23
1270;01132023UTA;ORL;85;L;48;108;42;96;43.8;14;36;38.9;10;16;62.5;11;29;40;23;15;13;3;25
1271;01132023IND;IND;85;L;48;111;40;101;39.6;7;30;23.3;24;29;82.8;19;32;51;24;12;8;9;22
1272;01132023CHI;OKC;85;W;48;124;47;92;51.1;11;33;33.3;19;22;86.4;12;34;46;22;11;12;6;19
1273;01132023SAS;SAS;85;L;48;113;40;88;45.5;8;22;36.4;25;34;73.5;7;31;38;26;15;6;3;19
1274;01132023UTA;UTA;85;W;48;112;36;83;43.4;11;35;31.4;29;40;72.5;17;42;59;15;24;9;11;18
1275;01132023SAC;HOU;85;L;48;114;43;91;47.3;12;37;32.4;16;25;64.0;12;22;34;23;15;10;4;24
1276;01132023WAS;NYK;85;W;48;112;41;92;44.6;8;29;27.6;22;31;71.0;14;40;54;15;7;3;6;23
1277;01132023LAC;DEN;85;W;48;115;41;82;50.0;14;33;42.4;19;25;76.0;10;33;43;24;11;7;4;11
1278;01132023LAC;LAC;85;L;48;103;41;87;47.1;10;29;34.5;11;14;78.6;11;32;43;20;12;6;3;18
1279;01132023MIN;PHX;85;L;48;116;41;86;47.7;14;23;60.9;20;24;83.3;9;34;43;28;19;10;3;20
1280;01142023UTA;UTA;86;L;48;117;43;90;47.8;12;40;30.0;19;23;82.6;10;38;48;20;12;5;6;24
1281;01142023TOR;ATL;86;W;48;114;43;84;51.2;11;27;40.7;17;18;94.4;5;35;40;19;12;6;4;22
1282;01142023CHA;CHA;86;L;48;106;41;88;46.6;8;27;29.6;16;19;84.2;10;36;46;21;11;3;2;11
1283;01142023IND;IND;86;L;48;112;38;103;36.9;11;47;23.4;25;28;89.3;16;33;49;26;20;5;8;20
1284;01142023MIN;MIN;86;W;48;110;45;80;56.3;9;28;32.1;11;15;73.3;4;27;31;22;15;10;5;21
1285;01142023UTA;PHI;86;W;48;118;40;89;44.9;17;39;43.6;21;26;80.8;9;28;37;23;8;5;5;17
1286;01142023TOR;TOR;86;L;48;103;36;87;41.4;7;29;24.1;24;30;80.0;11;32;43;19;14;9;3;19
1287;01142023MIA;MIA;86;W;48;111;45;87;51.7;11;22;50.0;10;12;83.3;13;38;51;17;11;9;3;14
1288;01142023POR;DAL;86;L;48;119;43;82;52.4;22;46;47.8;11;19;57.9;2;23;25;28;11;4;3;18
1289;01142023POR;POR;86;W;48;136;49;88;55.7;17;41;41.5;21;22;95.5;10;37;47;34;12;7;4;20
1290;01142023MIA;MIL;86;L;48;95;34;84;40.5;19;48;39.6;8;12;66.7;7;25;32;26;10;7;2;13
1291;01142023CHA;BOS;86;W;48;122;47;99;47.5;19;53;35.8;9;10;90.0;14;32;46;35;7;8;4;15
1292;01142023MIN;CLE;86;L;48;102;37;76;48.7;8;28;28.6;20;23;87.0;8;32;40;24;18;5;2;17
1293;01142023IND;MEM;86;W;48;130;48;87;55.2;12;32;37.5;22;28;78.6;7;38;45;32;16;11;8;21
1294;01152023DET;DET;87;L;48;104;37;83;44.6;18;44;40.9;12;15;80.0;9;29;38;23;12;4;4;22
1295;01152023POR;DAL;87;L;48;123;41;89;46.1;14;42;33.3;27;33;81.8;13;26;39;31;9;3;2;29
1296;01152023CHI;CHI;87;W;48;132;48;95;50.5;15;39;38.5;21;24;87.5;7;31;38;29;10;12;1;18
1297;01152023SAS;SAC;87;W;48;132;49;89;55.1;14;30;46.7;20;25;80.0;7;31;38;24;6;5;2;19
1298;01152023POR;POR;87;W;48;140;43;85;50.6;17;44;38.6;37;42;88.1;8;33;41;28;8;3;6;29
1299;01152023DET;NYK;87;W;48;117;40;88;45.5;12;30;40.0;25;31;80.6;18;34;52;17;8;3;6;12
1300;01152023CHI;GSW;87;L;48;118;41;83;49.4;21;51;41.2;15;22;68.2;7;33;40;35;23;6;4;22
1301;01152023DEN;DEN;87;W;48;119;48;89;53.9;13;39;33.3;10;19;52.6;12;29;41;32;16;10;5;22
1302;01152023SAS;SAS;87;L;48;119;48;93;51.6;10;26;38.5;13;20;65.0;11;29;40;27;10;1;3;21
1303;01152023LAL;LAL;87;L;48;112;48;87;55.2;6;20;30.0;10;13;76.9;4;34;38;28;11;4;6;19
1304;01152023BKN;BKN;87;L;48;102;39;91;42.9;12;41;29.3;12;19;63.2;14;37;51;24;16;4;7;21
1305;01152023DEN;ORL;87;L;48;116;41;84;48.8;7;29;24.1;27;34;79.4;10;29;39;24;13;7;2;17
1306;01152023LAC;HOU;87;L;48;100;38;84;45.2;7;31;22.6;17;23;73.9;10;29;39;22;20;8;6;17
1307;01152023LAL;PHI;87;W;48;113;43;85;50.6;12;34;35.3;15;19;78.9;5;33;38;29;10;3;7;16
1308;01152023LAC;LAC;87;W;48;121;46;88;52.3;14;32;43.8;15;21;71.4;11;33;44;21;17;13;6;16
1309;01152023BKN;OKC;87;W;48;112;40;90;44.4;12;31;38.7;20;26;76.9;11;39;50;21;9;5;7;14
1310;01162023MIL;MIL;88;W;48;132;48;91;52.7;23;46;50.0;13;15;86.7;9;32;41;32;14;9;1;14
1311;01162023CLE;NOP;88;L;48;103;38;75;50.7;10;27;37.0;17;22;77.3;3;25;28;26;17;9;1;23
1312;01162023MIN;UTA;88;W;48;126;45;84;53.6;13;34;38.2;23;28;82.1;14;36;50;25;18;0;5;12
1313;01162023MEM;MEM;88;W;48;136;52;98;53.1;16;37;43.2;16;20;80.0;13;38;51;29;11;8;6;19
1314;01162023ATL;MIA;88;L;48;113;43;89;48.3;8;31;25.8;19;20;95.0;12;29;41;30;16;10;4;22
1315;01162023WAS;GSW;88;W;48;127;45;91;49.5;18;44;40.9;19;21;90.5;9;34;43;28;12;8;1;23
1316;01162023MIN;MIN;88;L;48;125;46;101;45.5;18;41;43.9;15;18;83.3;16;25;41;28;6;9;6;20
1317;01162023LAL;LAL;88;W;48;140;49;91;53.8;12;33;36.4;30;35;85.7;9;30;39;23;2;4;5;19
1318;01162023ATL;ATL;88;W;48;121;45;76;59.2;13;27;48.1;18;22;81.8;2;26;28;27;16;9;5;17
1319;01162023MIL;IND;88;L;48;119;43;84;51.2;19;40;47.5;14;15;93.3;4;33;37;29;16;6;5;17
1320;01162023WAS;WAS;88;L;48;118;42;86;48.8;14;35;40.0;20;23;87.0;6;30;36;31;14;7;2;21
1321;01162023NYK;TOR;88;W;53;123;38;96;39.6;13;44;29.5;34;41;82.9;14;28;42;27;6;8;12;25
1322;01162023MEM;PHX;88;L;48;106;39;89;43.8;10;33;30.3;18;19;94.7;9;28;37;33;15;4;4;22
1323;01162023CLE;CLE;88;W;48;113;39;80;48.8;9;28;32.1;26;33;78.8;13;30;43;22;15;5;4;19
1324;01162023LAL;HOU;88;L;48;132;49;100;49.0;11;30;36.7;23;31;74.2;17;31;48;28;8;0;7;25
1325;01162023CHA;CHA;88;L;48;118;41;90;45.6;13;31;41.9;23;30;76.7;13;25;38;26;5;7;2;18
1326;01162023NYK;NYK;88;L;53;121;42;99;42.4;9;31;29.0;28;35;80.0;20;34;54;17;12;3;5;28
1327;01162023CHA;BOS;88;W;48;130;43;87;49.4;20;43;46.5;24;25;96.0;14;33;47;34;12;1;4;21
1328;01172023DEN;POR;89;L;48;113;38;83;45.8;13;40;32.5;24;25;96.0;5;30;35;21;13;3;4;24
1329;01172023SAS;BKN;89;L;48;98;37;88;42.0;3;23;13.0;21;24;87.5;10;39;49;22;21;10;8;26
1330;01172023MIL;TOR;89;L;48;122;46;101;45.5;13;35;37.1;17;27;63.0;20;30;50;20;9;7;5;14
1331;01172023LAC;PHI;89;W;48;120;39;73;53.4;13;31;41.9;29;34;85.3;8;25;33;25;15;12;4;17
1332;01172023SAS;SAS;89;W;48;106;37;97;38.1;7;34;20.6;25;28;89.3;13;41;54;23;16;12;4;22
1333;01172023DEN;DEN;89;W;48;122;44;88;50.0;11;32;34.4;23;28;82.1;11;31;42;32;12;8;6;15
1334;01172023LAC;LAC;89;L;48;110;41;82;50.0;12;34;35.3;16;20;80.0;8;25;33;20;19;4;5;23
1335;01172023MIL;MIL;89;W;48;130;46;86;53.5;19;39;48.7;19;21;90.5;6;36;42;24;12;5;5;19
1336;01182023DEN;DEN;90;W;48;122;45;85;52.9;8;21;38.1;24;32;75.0;8;26;34;27;16;10;2;19
1337;01182023LAL;LAL;90;L;48;111;43;89;48.3;11;34;32.4;14;18;77.8;6;30;36;26;7;9;3;20
1338;01182023DEN;MIN;90;L;48;118;42;81;51.9;12;32;37.5;22;28;78.6;12;24;36;26;19;6;10;27
1339;01182023OKC;IND;90;L;48;106;39;94;41.5;12;33;36.4;16;24;66.7;20;28;48;23;24;9;10;19
1340;01182023UTA;LAC;90;L;48;103;37;92;40.2;15;34;44.1;14;21;66.7;16;34;50;23;13;1;6;20
1341;01182023NYK;WAS;90;W;48;116;42;95;44.2;16;42;38.1;16;19;84.2;18;34;52;28;14;5;9;23
1342;01182023UTA;UTA;90;W;48;126;45;87;51.7;19;32;59.4;17;22;77.3;9;35;44;26;8;4;7;19
1343;01182023OKC;OKC;90;W;48;126;47;93;50.5;16;38;42.1;16;21;76.2;13;29;42;41;19;12;7;25
1344;01182023NYK;NYK;90;L;48;105;40;96;41.7;7;26;26.9;18;27;66.7;20;29;49;14;9;9;4;20
1345;01182023DAL;DAL;90;L;48;122;44;84;52.4;16;42;38.1;18;24;75.0;10;21;31;26;16;5;3;19
1346;01182023MEM;MEM;90;W;48;115;44;97;45.4;11;34;32.4;16;22;72.7;15;27;42;22;8;10;7;19
1347;01182023MEM;CLE;90;L;48;114;42;82;51.2;16;35;45.7;14;21;66.7;11;36;47;29;19;4;7;17
1348;01182023NOP;MIA;90;W;48;124;50;94;53.2;12;35;34.3;12;16;75.0;10;33;43;37;11;11;2;17
1349;01182023DAL;ATL;90;W;48;130;49;86;57.0;13;26;50.0;19;20;95.0;7;28;35;28;12;7;4;23
1350;01182023HOU;HOU;90;L;48;117;46;91;50.5;10;32;31.3;15;20;75.0;12;35;47;21;20;4;5;22
1351;01182023LAL;SAC;90;W;48;116;43;87;49.4;9;30;30.0;21;27;77.8;14;33;47;23;11;3;5;14
1352;01182023HOU;CHA;90;W;48;122;48;96;50.0;9;36;25.0;17;25;68.0;11;26;37;27;10;14;10;20
1353;01182023NOP;NOP;90;L;48;98;37;80;46.3;13;30;43.3;11;18;61.1;9;29;38;27;18;5;3;17
1354;01192023DET;CHI;91;W;48;126;50;92;54.3;7;23;30.4;19;21;90.5;11;37;48;23;14;11;8;17
1355;01192023POR;POR;91;L;48;95;32;85;37.6;9;37;24.3;22;29;75.9;13;31;44;19;16;4;3;15
1356;01192023BOS;GSW;91;L;53;118;40;100;40.0;18;52;34.6;20;23;87.0;8;39;47;28;16;10;7;26
1357;01192023PHX;BKN;91;L;48;112;43;82;52.4;11;26;42.3;15;25;60.0;2;32;34;27;13;10;6;34
1358;01192023MIN;TOR;91;L;48;126;46;87;52.9;14;28;50.0;20;27;74.1;8;30;38;26;16;8;6;19
1359;01192023POR;PHI;91;W;48;105;41;81;50.6;8;26;30.8;15;19;78.9;5;38;43;24;15;8;8;23
1360;01192023PHX;PHX;91;W;48;117;39;85;45.9;11;28;39.3;28;41;68.3;12;37;49;30;16;4;3;23
1361;01192023BOS;BOS;91;W;53;121;43;108;39.8;13;41;31.7;22;30;73.3;18;45;63;21;17;10;5;19
1362;01192023MIN;MIN;91;W;48;128;45;89;50.6;17;40;42.5;21;23;91.3;8;29;37;31;15;12;5;20
1363;01192023DET;DET;91;L;48;108;39;97;40.2;8;34;23.5;22;27;81.5;17;32;49;25;17;7;3;15
1364;01202023ORL;ORL;92;W;48;123;39;75;52.0;15;30;50.0;30;34;88.2;5;37;42;28;15;2;5;18
1365;01202023ATL;NYK;92;L;48;124;49;83;59.0;13;30;43.3;13;17;76.5;9;25;34;27;12;5;3;15
1366;01202023DEN;DEN;92;W;48;134;51;83;61.4;14;28;50.0;18;26;69.2;12;26;38;38;18;16;4;28
1367;01202023LAL;LAL;92;W;48;122;38;93;40.9;13;41;31.7;33;41;80.5;10;37;47;24;10;7;7;26
1368;01202023DEN;IND;92;L;48;111;37;84;44.0;8;32;25.0;29;37;78.4;16;23;39;23;21;7;2;18
1369;01202023LAL;MEM;92;L;48;121;43;102;42.2;9;29;31.0;26;40;65.0;24;39;63;24;14;6;7;31
1370;01202023ORL;NOP;92;L;48;110;41;91;45.1;10;35;28.6;18;24;75.0;11;28;39;29;11;9;5;21
1371;01202023ATL;ATL;92;W;48;139;56;100;56.0;13;34;38.2;14;16;87.5;14;25;39;27;7;6;4;16
1372;01202023SAS;LAC;92;W;48;131;51;81;63.0;15;28;53.6;14;20;70.0;11;21;32;31;9;4;2;13
1373;01202023SAC;SAC;92;W;48;118;41;87;47.1;12;38;31.6;24;28;85.7;13;40;53;25;15;1;2;17
1374;01202023UTA;BKN;92;W;48;117;43;80;53.8;18;41;43.9;13;20;65.0;6;36;42;26;11;7;6;18
1375;01202023SAC;OKC;92;L;48;113;45;93;48.4;16;40;40.0;7;11;63.6;8;28;36;21;9;4;1;20
1376;01202023CLE;CLE;92;L;48;114;42;84;50.0;14;33;42.4;16;19;84.2;10;25;35;24;15;7;8;15
1377;01202023CLE;GSW;92;W;48;120;42;86;48.8;23;43;53.5;13;19;68.4;14;31;45;25;18;9;4;19
1378;01202023DAL;MIA;92;L;48;90;33;69;47.8;4;20;20.0;20;27;74.1;5;34;39;15;16;3;1;22
1379;01202023DAL;DAL;92;W;48;115;37;80;46.3;18;38;47.4;23;28;82.1;10;27;37;21;10;7;1;22
1380;01202023SAS;SAS;92;L;48;126;51;89;57.3;14;26;53.8;10;14;71.4;12;22;34;34;7;3;1;15
1381;01202023UTA;UTA;92;L;48;106;37;88;42.0;16;39;41.0;16;23;69.6;13;33;46;24;11;6;1;18
1382;01212023SAC;SAC;93;L;48;127;46;84;54.8;13;33;39.4;22;29;75.9;4;25;29;28;9;6;5;20
1383;01212023PHX;IND;93;L;48;107;36;96;37.5;13;37;35.1;22;26;84.6;11;37;48;22;15;10;4;29
1384;01212023CLE;CLE;93;W;48;114;48;86;55.8;7;22;31.8;11;17;64.7;9;32;41;33;9;9;3;13
1385;01212023TOR;TOR;93;L;48;104;46;86;53.5;7;19;36.8;5;7;71.4;6;35;41;24;14;7;9;13
1386;01212023PHX;PHX;93;W;48;112;38;91;41.8;12;31;38.7;24;35;68.6;14;41;55;27;15;9;8;20
1387;01212023MIN;HOU;93;L;48;104;38;79;48.1;9;24;37.5;19;33;57.6;15;41;56;24;23;4;6;19
1388;01212023WAS;WAS;93;W;48;138;51;95;53.7;18;34;52.9;18;25;72.0;9;37;46;34;8;6;5;18
1389;01212023WAS;ORL;93;L;48;118;42;90;46.7;14;34;41.2;20;24;83.3;9;32;41;24;11;3;10;19
1390;01212023ATL;CHA;93;W;48;122;45;89;50.6;13;34;38.2;19;22;86.4;6;30;36;28;12;11;2;18
1391;01212023ATL;ATL;93;L;48;118;45;83;54.2;11;25;44.0;17;20;85.0;6;34;40;24;18;5;4;20
1392;01212023SAC;PHI;93;W;48;129;49;93;52.7;12;28;42.9;19;23;82.6;16;30;46;27;15;4;3;26
1393;01212023TOR;BOS;93;W;48;106;38;85;44.7;16;35;45.7;14;15;93.3;11;30;41;25;15;9;8;17
1394;01212023MIN;MIN;93;W;48;113;38;83;45.8;17;41;41.5;20;24;83.3;3;27;30;20;12;12;9;26
1395;01212023CLE;MIL;93;L;48;102;39;86;45.3;14;39;35.9;10;11;90.9;7;29;36;24;16;3;6;17
1396;01222023DAL;LAC;94;W;48;112;35;77;45.5;12;28;42.9;30;31;96.8;9;37;46;20;11;6;3;23
1397;01222023GSW;GSW;94;L;48;116;41;90;45.6;13;32;40.6;21;27;77.8;10;32;42;28;12;10;2;24
1398;01222023PHX;PHX;94;W;48;112;39;88;44.3;13;35;37.1;21;25;84.0;6;34;40;25;17;10;5;26
1399;01222023MIA;NOP;94;L;48;96;37;78;47.4;8;30;26.7;14;18;77.8;8;33;41;24;25;17;4;22
